prod,ip,crack,price
52.763,43.2648896375,5.1564236179,31.5439672802
49.812,43.1753362807,5.2402649553,29.7242083759
50.736,43.7249493913,4.8398407523,28.8049029622
50.959,43.8224699411,4.7864935524,30.1724137931
52.659,43.9848356965,6.3994670572,29.8387096774
52.869,44.2337070015,6.1526942626,30.3216080402
54.652,44.174666169,5.8476660231,30.8208208208
54.499,44.762584318,5.3819904538,31.0878243513
55.153,45.2021212617,6.1497234206,30.1489572989
54.892,45.2921890267,6.1946701681,29.3267326733
55.26,45.6936556213,6.4317032744,28.6067193676
54.455,46.1617113069,5.4672548079,28.47976308
54.577,46.5794464855,5.3628625598,28.959764475
54.928,46.9441232964,5.5397932067,29.033203125
54.65,46.8218911937,4.4914285542,29.269005848
54.849,46.8479920163,5.3001531832,29.1076624636
54.468,47.5772971559,5.655746026,28.7234042553
55.745,47.3500442661,5.8046010843,27.9942140791
55.025,47.7787700441,5.9042375387,26.7146974063
53.346,48.2126376649,5.3833856307,26.966507177
53.805,47.995635427,6.2235420767,26.9142857143
54.217,48.1506830138,6.9563259251,26.5622032289
54.234,48.131819977,6.58607122,26.2298195632
54.194,48.3434342864,5.8224611563,25.7075023742
52.957,48.6046173581,5.0369648544,25.5355450237
54.427,48.7131827094,4.2690760745,26.5754716981
54.645,48.9698765329,5.7935071377,26.522556391
54.22,48.735806363,7.8451194815,26.1739943873
52.783,49.2986028204,9.2732781549,24.8555452004
51.324,49.135818214,9.1675008092,24.5724907063
52.353,49.3806651824,8.3559031881,24.8701298701
52.216,49.4444993501,7.6211883996,25.3148148148
54.096,49.4500930588,7.7141448549,25.595567867
55.779,49.7700410801,7.3882960854,26.25574977
56.257,50.1507912374,7.046457154,27.3577981651
56.572,50.0218751905,9.2117188228,24.4098810613
55.65,50.2079388504,10.5376003825,20.2372262774
55.66,50.1737314365,9.7681608894,15.846294602
55.163,49.9484869753,8.8721503749,12.7297794118
55.267,50.611194807,9.5191281651,11.4917127072
56.448,50.1618634677,9.4067794653,12.9017447199
57.22,50.4139548398,9.7235369931,10.8675799087
58.359,50.9749367094,8.834879582,8.7305936073
59.013,50.6327365189,6.6875882447,12.2789425706
54.978,51.1694547379,6.6095658345,12.9038112523
55.335,51.3653721621,6.0920877502,12.583862194
56.264,51.1432098481,5.9326128117,13.1612318841
56.435,51.4857766327,5.201367015,14.2624434389
55.635,51.2328693619,5.2154274082,16.618705036
54.938,52.1556249857,6.5472498117,15.5465949821
54.197,52.1693848976,6.3344871016,15.9589652096
54.87,52.4387826093,6.2679466335,16.3708961846
55.675,52.5074006316,6.6789006328,16.5782493369
55.376,52.7989326942,7.0454078454,16.6079295154
57.94,53.076114422,6.8789960657,17.4253075571
58.738,52.9656288543,8.0250265895,16.6695804196
58.13,53.6475568575,7.7286978845,15.9913043478
58.325,54.2118902739,7.6363287811,16.3486556808
57.863,54.6180564608,8.2920118325,15.5112651646
57.937,54.7494756827,7.0320977495,15.0953206239
57.138,54.8178356134,6.5653353171,14.6326707001
57.218,55.4834164148,7.2993380431,13.5862068966
57.579,55.4689174263,8.1247549572,12.69527897
57.89,55.6702980203,8.0606475297,14.1929974381
57.607,55.7436972676,8.3855492019,13.9744680851
57.272,56.1662372774,8.3346991221,13.2118644068
57.696,55.8777217973,8.9621355098,12.6075949367
58.853,56.3770720443,8.8752553865,12.6050420168
59.207,56.5450066951,9.4086983692,11.143572621
60.891,56.28717319,9.8380261815,10.2163061564
61.35,56.8541108666,9.9217976483,10.7398171239
61.597,57.4097876267,7.8363166898,12.531120332
58.707,57.4953785691,6.8748536302,14.004954583
58.228,57.1215635763,7.2732704529,13.7664473684
58.63,57.5005424502,6.9995798481,15.2739165985
59.06,58.2552414296,9.3905273981,16.1413484972
58.981,57.7866820148,10.223124827,14.9111470113
59.018,58.5084286997,10.0031006475,14.1579371475
59.536,57.8688040168,8.9325351442,14.2202572347
60.429,58.4170895948,8.3366266151,13.7399678973
60.512,58.3137052734,9.2563671628,14.24
61.082,58.292077733,8.3874926235,15.1512738854
61.842,58.5678269573,7.5989744504,15.258141382
61.485,58.8922829894,8.2414642426,15.7414750198
60.921,58.8537468448,8.9163066807,16.6797488226
61.179,59.0443306935,7.8381781646,15.5703125
62.082,59.5767774981,9.0199994392,14.2735042735
61.806,58.5961802164,11.2696760679,12.7928626843
61.238,59.7035276699,11.6306953621,12.6470588235
60.409,59.8722570731,11.9078921976,11.5858352579
60.514,59.8313936822,10.2281966519,13.1441717791
56.966,60.244925579,8.4822106019,20.7598784195
59.514,60.2017237072,6.2167053934,26.3978899774
59.854,60.1529364475,7.096419804,27.0337078652
60.672,59.8634991009,8.1598420106,24.8131539611
60.884,59.6806120137,7.2350720882,21.1659192825
60.637,60.1100137476,9.3934919218,17.4888558692
60.327,59.9923595537,9.8074891234,14.5252225519
60.582,59.6896543852,9.0580179195,14.1703703704
59.183,59.6961212904,9.7171127579,14.149408284
59.006,60.1305570097,10.3262944756,14.1297935103
59.199,60.0845715373,10.0237588611,13.2941176471
60.192,60.5714989257,9.171605221,14.2584434655
59.495,60.5068531753,10.3811977002,14.4436310395
60.534,60.6719636756,9.247661334,14.9271137026
60.489,60.9964191462,8.2773308485,16.1935953421
60.735,60.9219562051,9.5788495661,15.2394775036
61.143,60.1466791913,8.6326189954,13.2559825961
61.26,60.8557259452,7.3115437785,13.4322954381
60.423,61.3586723001,8.0354271139,13.3333333333
59.773,61.2405743095,8.9396739064,12.6274228284
60.133,61.436343701,9.1456862225,13.6630824373
59.005,61.0369331001,9.7629277637,14.3378668576
59.248,61.2907484271,9.7236328163,15.1783166904
59.713,61.6016784382,9.6463152505,14.4768683274
59.699,61.2100440081,9.8715513366,14.0312278211
59.961,61.7700901338,9.9102975813,14.3736730361
60.759,61.9272517918,10.1039385199,14.2877291961
60.47,61.7109408398,9.7388227433,13.485915493
60.79,61.2338154652,9.0258032504,12.7906976744
60.623,61.7149597776,9.3929271487,12.1669004208
60.979,62.6133993656,8.896007998,12.9140461216
60.264,62.4527021841,9.3199361964,13.0571030641
59.56,62.7417144915,9.7897728713,12.9375
59.747,62.907850785,10.0870134407,12.8363384189
59.462,62.8629705353,9.849455029,12.1814404432
60.069,62.9310615244,9.1763514307,11.6066481994
59.891,62.821674924,9.3748468528,11.5400552486
59.902,63.1751391728,10.2336636941,11.0199862164
60.366,63.0713758517,10.6134538415,11.3658201784
60.43,63.2800272581,9.7864693633,10.3429355281
60.817,63.560015069,8.0021432697,9.3004115226
61.138,63.5234347147,8.3951048402,9.7264021888
60.96,63.8543585536,9.7073933823,9.3728698023
60.867,64.2662939894,9.4641900916,9.4293478261
60.41,64.8081729617,9.2343627563,10.2781546811
60.852,64.9768032393,8.7081286899,11.0237288136
61.161,65.5355141233,9.1471197184,11.3108108108
60.767,65.5814390408,9.3236831421,11.8800539084
60.662,66.5031814746,10.4091019997,11.288590604
61.27,66.8549627163,9.6078320297,10.609103079
61.768,67.3271849142,9.4462183537,10.9899665552
61.944,67.9940632854,8.9297200879,11.5564462258
62.266,68.5863530153,8.4742998392,10.6078824315
61.841,68.3708097874,8.2583775427,11.0113107119
62.344,68.4718590034,7.9071437204,11.3585155732
61.605,68.5082255101,7.9234577868,11.2417437252
62.403,68.8605947694,8.4979006009,12.3370638578
62.414,68.8250396838,10.0546472741,12.0367936925
61.555,69.1657792041,9.4805534439,11.3770491803
62.508,68.9809323089,9.2087008951,10.4
62.641,69.4860466075,9.3068531489,10.5101373447
63.037,69.5380176981,9.1499261787,10.8746736292
62.674,69.4858280629,8.6343836071,10.4879635654
62.892,69.8980199521,8.1415341128,10.9895833333
63.287,70.4173437397,8.0430393296,11.7003257329
63.237,70.370955136,8.1425849452,11.6191709845
63.634,70.5747590349,8.5154199952,11.6010329245
63.486,70.713233461,9.0730480973,12.8387925498
63.339,71.0184327321,10.8868192347,13.4420985285
63.339,71.5937642267,11.8987812384,12.2286079183
63.661,71.4765436173,10.5004767068,11.6592214422
63.738,71.8443983383,9.728681616,12.4904458599
63.387,72.1913074949,9.8189980438,12.6891290528
63.859,72.3743898823,9.4116706161,13.979721166
64.222,72.9167138238,9.1345916492,14.9589387239
64.67,73.1860422356,10.1610844356,14.0479192938
65.244,73.4107430629,8.7329095297,14.8297604035
65.182,73.7988596338,8.9602957957,14.7517284727
65.541,74.2966525562,10.0898359451,13.0513784461
65.529,74.6850534926,10.3464319959,12.00625
66.048,75.2563488938,11.2906720805,10.9051186017
65.398,75.4235066281,10.261270941,11.9550281074
64.626,75.9146219414,10.1925349012,10.9482220836
65.07,76.4627586695,9.4338470035,11.4828660436
65.95,76.5558618303,11.1205978248,11.6231343284
66.312,76.962352312,10.5562914355,11.4454094293
66.827,77.5907190874,9.2746529477,12.4071782178
66.68,77.2224971328,9.2907792679,11.7647058824
66.496,77.1857473102,9.019480486,10.6013639182
67.707,77.0074007349,8.9912815461,9.3378712871
68.081,77.4058381467,9.0094644717,8.6843730698
67.965,77.1694541711,8.7641298888,8.0641183724
67.828,77.2781939113,9.3390146828,8.24
67.294,77.2221592189,9.1777477967,8.8390663391
67.014,77.1841003493,9.7705336762,7.3987730061
66.878,77.1900471837,9.3703611069,7.3774509804
65.904,77.1319956579,8.6166622185,7.270501836
65.984,77.4843249144,8.3948446975,8.1662591687
66.098,77.5882410772,9.1614927716,7.6585365854
66.947,77.664962539,8.7616816473,6.6585365854
66.772,77.7572295988,7.6929383152,5.9792556437
66.987,78.134016593,7.5316110381,6.6646378576
67.312,78.2414629621,7.4998177363,6.2006079027
66.989,78.6223007606,9.3182895654,7.3454545455
65.545,78.984870114,10.4032153441,9.1215403129
65.351,79.4389279476,9.9302477107,9.1576413959
64.307,79.6525852486,9.804681569,9.3862815884
65.818,80.1705405898,10.147089387,11.223755249
65.704,80.4398013097,10.876566157,12.0706163974
65.747,80.9228047234,10.3966309565,13.1685527099
66.254,81.2607640743,9.7376876107,13.1510107015
66.236,82.2606912262,9.3457731925,14.58704694
65.422,83.2135781941,9.1499419404,15.1396316102
66.45,82.6676353834,10.8765621669,14.9407582938
67.066,83.5149630565,12.1910126381,16.2720848057
67.099,83.7959244978,14.0289683647,16.0455607477
67.758,84.4024985096,14.2592407919,13.1582019848
68.276,85.0255358747,13.343373364,15.9766763848
68.074,85.278161488,13.9722331572,17.2157772622
68.695,85.3946667257,12.9086834909,16.4988425926
69.526,85.9479840076,12.7458156982,17.2974537037
69.543,85.798450358,13.8559283669,18.7795048935
69.98,85.9893859541,14.0185485189,17.775862069
70.536,86.2737504636,12.7413409519,18.6789201608
69.28,86.4695738758,13.1802076456,14.5287356322
69.197,85.813819223,13.2222478966,14.6430611079
68.719,85.9905888182,12.1437705273,15.5915813424
69.381,85.4835024417,12.8328335845,13.8479001135
68.451,85.0400564227,15.5635228605,14.4431882419
67.761,85.3465492811,16.4256200759,16.0101294316
66.207,84.9939957135,13.4258734177,15.5730337079
68.146,84.2476031919,11.6523133362,13.8253521127
68.32,85.0231458231,12.9380415153,14.461971831
67.853,84.3527582327,14.1554505285,14.3241727426
67.75,84.04956031,11.9787049807,11.525042206
68.1,83.9334034827,9.6091502888,10.6764374295
67.693,83.718507122,8.2321103143,10.5263157895
66.957,84.535640636,8.3506862757,10.9994353473
67.028,84.731854842,8.4774251101,11.4116985377
66.825,85.4209325455,10.7280999487,13.2494407159
66.288,86.0876156731,11.7863570077,14.2658509455
66.859,86.6118685015,11.6566492923,14.1434927697
66.706,86.4773242582,12.0112775884,13.4130072262
67.187,87.0961367839,11.8400730192,14.3087173792
66.915,87.3978532077,11.7896697311,14.7371333702
67.465,87.6502099283,11.8816980566,15.6574585635
68.876,87.88674518,13.2176320935,15.195808053
69.006,88.1102916557,12.5398023407,13.5135135135
67.353,87.7478901302,10.9312592199,15.7656163626
67.75,88.8391449579,11.6172300924,17.2206934507
69.368,89.0595164617,15.5390612408,17.8317859093
69.884,89.0335371874,16.0991633978,16.4712269273
68.81,89.0537905155,15.5140599565,13.6126224157
68.773,88.9190911204,13.0889967574,14.0653950954
67.977,89.1879244974,12.4665336758,14.9972781709
68.604,90.2021620715,12.8874837844,15.4431756389
69.059,89.8942976374,14.9686425008,16.1592632719
69.661,90.9333387735,14.0094042871,14.6328293737
70.624,91.8640080209,12.3984390137,15.9945945946
70.861,91.9631058124,12.0795689743,15.593495935
72.127,92.8714405029,11.5681010332,16.2126966902
71.908,93.1692823125,13.4764143753,16.8358531317
71.884,93.9720151551,15.0083366735,16.5789473684
71.813,94.1158119137,15.0776603784,18.0362860192
71.781,94.8966642605,16.6465490969,17.7446808511
71.416,95.1224971594,17.6635742101,20.052882073
72.973,95.1495114896,16.7947389354,18.5503426463
73.515,95.9277062004,16.0227649569,20.2587117212
72.484,95.8886727694,13.7647718088,22.7071240106
73.112,96.4640580289,14.8719783103,22.8436018957
73.726,96.6776827101,15.3786325339,26.0712414877
73.42,96.9977628779,16.1566966976,22.5392670157
73.093,97.4502933155,13.3172413846,20.8355228586
73.333,98.0361136641,12.7017984871,23.2197168327
73.658,98.4556770808,13.7822339066,23.7539103233
73.961,98.6247013601,14.7993710779,27.4599068805
74.264,99.3608645791,17.7525717532,26.6495375128
74.359,99.1720842029,16.6539473907,25.0360082305
73.967,99.7810989612,16.2859904745,27.9228791774
73.843,99.8073157815,16.5180542848,29.4677584442
73.833,100.3698807228,18.8202605097,32.6323828921
73.412,100.5671466657,24.601065393,31.6800804829
73.458,101.0680184164,22.9673748586,29.3775100402
74.051,101.9640114584,14.7361935285,28.1022267206
74.236,102.7930871071,13.7821412684,28.8363821138
73.576,103.139629146,13.0909605663,32.0574886536
73.599,103.5179030628,14.014454166,30.1560140916
73.459,104.2819128515,17.4033876775,31.1561561562
73.467,104.3843838789,20.4001775131,34.9578163772
73.034,105.2782748701,21.8502996094,34.6617283951
73.018,105.5945023687,22.7376352866,33.9379004436
74.065,105.6475749177,22.5556775036,36.3144963145
73.79,106.3830771589,20.8875566184,36.1010299166
73.414,106.8048868216,15.6021789505,30.9364218827
73.749,106.7917442505,15.0301763943,28.9296333003
73.327,108.1738348039,15.0083580177,29.0223325062
73.207,108.9128392079,14.0939296245,30.8771060456
72.872,109.6697139219,14.331897243,26.8259426132
73.155,109.9267972672,15.6253746538,28.3834318596
73.158,110.7504156135,18.8820112508,30.2602360824
73.399,110.875782814,21.4941239087,32.6098526267
72.849,112.2092066437,24.5776520858,32.4502642475
72.424,112.3207838956,20.968661938,34.2305329442
73.039,112.5454414204,17.487583631,37.0621078354
72.437,113.5225224845,18.6093133783,34.052049616
73.151,113.1281757323,17.0296632143,36.9945800758
73.877,114.5303104014,15.0981807613,39.7442278975
73.581,114.815665791,15.3649771739,44.0247981463
74.155,115.2148584066,13.7025779403,43.540155021
74.237,116.5183353357,13.4079900107,43.5474701535
74.348,116.8286118016,13.28411343,44.7912779355
74.548,115.8217064895,14.1340275706,48.368363868
73.988,116.5285694836,14.8816690653,51.4097652486
74.305,115.5802527895,14.1204375777,57.21223088
74.31,115.7003282532,13.675652965,60.804789434
75.036,115.3581094765,10.9304616839,60.8735974978
73.924,114.0481620545,14.7568501277,51.9658946715
72.967,113.2346491407,19.7564833046,45.2777409579
74.025,112.0263306513,17.3338747124,33.6330013437
73.839,107.8115006682,11.9866227551,25.0629633988
73.031,104.8076670705,9.3820063438,19.7785261716
71.991,102.0464090441,11.2063811465,21.2462643801
72.448,101.9044753942,12.7645121069,20.3788532138
72.305,102.1878681106,12.230514436,22.0202675529
72.6,102.819841895,12.6979895523,23.8441371672
72.206,103.5639254065,14.2325556283,27.092106482
72.371,104.7640170874,15.3215502605,31.8015125033
73.334,105.9361455909,14.2408328099,30.1445183626
72.771,106.5649438121,14.2176284097,33.592836117
73.246,108.5322250968,14.2537056284,31.3409879111
73.729,109.0481716704,13.4714951639,33.8584081142
73.81,110.0381191375,12.6237478186,35.6107181929
73.597,110.7747892369,12.539939882,34.5773981146
73.512,111.9310158728,13.0264641607,35.2457692432
74.025,112.5426662058,12.7799654284,34.2860833899
74.332,113.9680564769,13.6145366109,36.4262364317
74.245,114.5969350239,12.9418755877,38.9564817799
74.307,115.2621545163,14.1337514595,34.9489647815
74.382,115.4496647471,14.0432431296,34.3349536936
74.735,115.9847592663,13.7721606966,34.2805888443
74.628,116.4997496042,12.9078349721,35.1300807185
74.942,116.8810972292,12.5492718166,35.6103160067
74.837,117.7567803888,12.4449113666,37.912174165
75.307,118.5483431921,12.0732628983,39.1539421306
75.231,119.592342852,11.5845278381,41.8819876627
75.816,120.2427706044,11.1862595153,43.7258078013
74.993,120.3863814635,10.0327254745,46.973010587
73.996,120.4301112844,11.9572322542,51.2117244818
73.843,119.9059746296,12.2759659979,54.7564209894
73.188,120.7372090999,14.247575906,50.6532818583
73.985,121.4762784154,11.4789649202,50.3972706571
74.389,121.7176624083,11.7075427576,51.5487646179
74.811,122.4326827916,12.8883370261,48.5913634588
74.093,122.271067421,11.7358008509,48.8693109446
74.665,121.7218393956,11.7352494096,48.3473579874
75.601,122.5112751541,10.4308546176,48.8459050122
76.112,123.5828779344,9.2162270201,47.8437732639
76.177,123.6930024419,10.3556272889,48.9681408085
76.466,125.0111670127,10.125329367,52.5787593735
76.151,124.4142496626,12.0771972814,54.4607642654
76.495,124.0341613386,13.7237464917,52.4114794015
75.753,124.9442324852,14.7798305362,48.0916124406
75.653,124.6853889554,16.1453947268,41.6549942125
75.85,124.9211111972,14.5209145305,45.0192528681
75.891,125.382179049,15.4766845096,49.1971924524
75.289,124.6488240034,16.7142101833,48.9970052764
75.915,125.4314354791,14.411541767,48.406938643
76.399,125.7027021659,11.4523086704,47.6550002744
76.369,125.8266901779,9.0687069495,47.7524052596
75.794,126.4851955629,8.9235970308,49.0397323485
75.565,126.366276651,13.4626520301,50.1602301801
75.787,127.1628951228,15.1585714543,46.9298415194
76.186,127.5827457125,15.3546206718,44.2416084503
76.054,127.9867906955,16.4775115281,44.2280179964
76.161,127.7645998635,15.3361385867,44.1577017953
76.634,128.5304579444,14.8156255564,46.1121281856
76.409,129.3995883556,13.2645632154,47.4456853194
75.87,129.741525547,11.8167706264,47.67111052
76.183,130.0862982916,10.1786299846,46.8767162153
76.511,130.6090319766,9.4023696691,46.370898951
76.908,130.5081155852,8.9454406725,47.4722639289
77.185,131.0855160443,10.1829543798,45.9867793493
77.678,131.6201997902,11.291890263,46.3461694089
77.127,131.6910606729,13.6202531446,45.4544630123
76.967,132.6001493215,14.8843011137,45.5032456576
77.071,132.5483498426,13.7004255439,46.1016852
77.389,132.6341755454,13.358239498,46.9357586495
77.564,133.3646423897,13.1664872125,44.9035083717
77.82,132.5065364251,14.0401765101,42.8511767622
78.608,133.8449987322,14.299722187,40.8923054713
79.586,133.5465386573,13.3944576953,36.7554489971
79.386,134.092721249,13.7797898151,33.215188587
80.263,134.6785617169,10.6912498307,26.4735377571
79.616,134.3201376076,10.9122139963,20.7168883182
79.523,134.1702431726,12.862215517,24.6804730703
80.426,134.3430089865,15.5319553005,23.6284939528
80.022,134.3827990796,15.0345160998,25.1013510009
80.013,134.05695109,17.2034875198,27.1488945024
80.379,134.6553999926,17.8021364122,26.1257256141
80.931,134.9491417688,18.8367421714,23.4086385202
80.759,134.9983801241,18.3597852243,19.71931625
80.557,135.3543963577,15.4357638978,19.8510350941
80.577,135.7056422543,14.7025144944,20.2339789727
81.135,135.4046556795,13.7096153545,18.714878003
81.342,135.3193415901,13.6240301096,15.9483095362
81.35,135.7658918614,12.8868405929,13.0017952917
80.621,136.3040163038,10.1453409825,14.0010776548
80.598,136.3064065235,13.1592292714,16.4072319408
79.809,136.6329434864,14.3061924928,17.657346102
79.025,136.8103180214,15.4690007953,19.6199156941
79.703,137.702000913,15.7827729439,20.1139258554
80.375,137.028053225,14.0870787543,18.7305518813
79.87,138.302083119,14.2418095735,19.1590365026
80.221,138.0499046318,14.5276201076,19.1314331244
81.296,138.4528530957,14.8196642237,20.5736096837
82.273,139.3593901413,13.2065386062,19.2398309078
81.753,139.5741882959,13.0484977262,22.3936572391
